tsp_6_2.txt 10 6 80  { 0 5 1 2 3 4 }
totalCost;error;time;InitialTemperature;coolingRatio;epochSize;Geometrical
425;46.1512;11218;100;0.9999;100
390;34.055;111332;100;0.9999;1000
368;26.5979;1090531;100;0.9999;10000
521;79.1753;45;1000;0.9;10
474;62.921;389;1000;0.9;100
436;50;3863;1000;0.9;1000
407;39.8969;39339;1000;0.9;10000
490;68.6598;152;1000;0.99;10
450;54.8797;1350;1000;0.99;100
416;43.0928;13229;1000;0.99;1000
380;30.8247;134522;1000;0.99;10000
469;61.2371;477;1000;0.999;10
430;47.8351;4330;1000;0.999;100
400;37.4914;41483;1000;0.999;1000
369;27.0103;420083;1000;0.999;10000
455;56.6667;1465;1000;0.9999;10
416;43.1615;13236;1000;0.9999;100
386;32.921;132874;1000;0.9999;1000
365;25.4983;1333444;1000;0.9999;10000
508;74.5704;54;10000;0.9;10
473;62.6804;469;10000;0.9;100
425;46.2543;4614;10000;0.9;1000
403;38.5567;46904;10000;0.9;10000
485;66.8729;182;10000;0.99;10
452;55.567;1608;10000;0.99;100
412;41.8557;16055;10000;0.99;1000
384;32.0962;154431;10000;0.99;10000
456;56.9416;552;10000;0.999;10
424;45.9107;4967;10000;0.999;100
403;38.7973;48721;10000;0.999;1000
374;28.7285;491991;10000;0.999;10000
444;52.8866;1718;10000;0.9999;10
422;45.189;15477;10000;0.9999;100
393;35.0515;152969;10000;0.9999;1000
364;25.0859;1535977;10000;0.9999;10000
totalCost;error;time;InitialTemperature;coolingRatio;epochSize;Boltzman
547;88.11;19;10;0;10
491;68.9691;152;10;0;100
462;58.7973;1470;10;0;1000
415;42.8866;14027;10;0;10000
521;79.2784;26;100;0;10
484;66.4261;221;100;0;100
457;57.3196;2150;100;0;1000
406;39.7938;21895;100;0;10000
528;81.6151;34;1000;0;10
479;64.7079;296;1000;0;100
432;48.4536;2943;1000;0;1000
407;40.0687;29021;1000;0;10000
524;80.2405;42;10000;0;10
480;65.2577;373;10000;0;100
434;49.244;3653;10000;0;1000
394;35.6014;36224;10000;0;10000
tsp_17.txt 10 17 39  { 0 11 13 2 9 10 1 12 15 14 5 6 3 4 7 8 16 }
totalCost;error;time;InitialTemperature;coolingRatio;epochSize;Geometrical
131;236.923;32;10;0.9;10
82;111.795;268;10;0.9;100
69;77.1795;2514;10;0.9;1000
56;44.8718;24713;10;0.9;10000
114;194.359;86;10;0.99;10
72;86.4103;759;10;0.99;100
59;53.3333;7420;10;0.99;1000
50;30.5128;75017;10;0.99;10000
87;124.615;278;10;0.999;10
64;65.8974;2501;10;0.999;100
53;37.9487;24281;10;0.999;1000
48;23.0769;244318;10;0.999;10000
71;82.5641;855;10;0.9999;10
58;50.5128;7722;10;0.9999;100
51;31.0256;76079;10;0.9999;1000
45;16.9231;769082;10;0.9999;10000
119;205.385;40;100;0.9;10
79;102.564;335;100;0.9;100
66;70.7692;3253;100;0.9;1000
54;39.4872;32621;100;0.9;10000
105;170;126;100;0.99;10
76;96.4103;1115;100;0.99;100
57;47.9487;10909;100;0.99;1000
49;25.8974;109267;100;0.99;10000
88;126.154;399;100;0.999;10
64;64.1026;3553;100;0.999;100
52;34.359;34502;100;0.999;1000
47;20.5128;341827;100;0.999;10000
70;81.7949;1237;100;0.9999;10
61;57.9487;11682;100;0.9999;100
49;27.6923;107073;100;0.9999;1000
43;12.0513;1078466;100;0.9999;10000
126;224.872;45;1000;0.9;10
74;90.5128;395;1000;0.9;100
61;56.9231;3959;1000;0.9;1000
54;38.4615;39948;1000;0.9;10000
95;145.128;156;1000;0.99;10
69;78.2051;1384;1000;0.99;100
56;44.6154;13534;1000;0.99;1000
49;26.6667;131301;1000;0.99;10000
83;115.128;475;1000;0.999;10
64;65.1282;4253;1000;0.999;100
53;37.9487;42540;1000;0.999;1000
47;20.7692;428991;1000;0.999;10000
71;82.8205;1495;1000;0.9999;10
60;54.6154;13496;1000;0.9999;100
48;25.1282;130365;1000;0.9999;1000
45;15.641;1335505;1000;0.9999;10000
119;206.154;55;10000;0.9;10
73;88.9744;471;10000;0.9;100
60;55.1282;4661;10000;0.9;1000
52;33.3333;46453;10000;0.9;10000
84;117.692;174;10000;0.99;10
70;80;1537;10000;0.99;100
57;47.4359;15130;10000;0.99;1000
48;24.359;153243;10000;0.99;10000
75;93.8462;559;10000;0.999;10
62;61.2821;4906;10000;0.999;100
54;39.2308;47640;10000;0.999;1000
45;15.8974;482222;10000;0.999;10000
66;71.5385;1761;10000;0.9999;10
59;52.3077;15829;10000;0.9999;100
48;23.0769;152780;10000;0.9999;1000
44;13.8462;1525417;10000;0.9999;10000
totalCost;error;time;InitialTemperature;coolingRatio;epochSize;Boltzman
136;249.487;19;10;0;10
99;155.385;156;10;0;100
68;75.1282;1504;10;0;1000
57;47.6923;14018;10;0;10000
123;215.641;26;100;0;10
97;149.487;214;100;0;100
68;74.359;2085;100;0;1000
51;33.0769;21471;100;0;10000
122;215.128;35;1000;0;10
84;117.179;297;1000;0;100
65;68.9744;2893;1000;0;1000
57;46.1538;29212;1000;0;10000
115;195.385;44;10000;0;10
82;111.026;376;10000;0;100
69;76.9231;3691;10000;0;1000
54;40.5128;36929;10000;0;10000
gr17.tsp 10 17 2085 No optimal path
totalCost;error;time;InitialTemperature;coolingRatio;epochSize;Geometrical
3671;76.0863;40;10;0.9;10
3295;58.0384;271;10;0.9;100
3012;44.4652;2583;10;0.9;1000
2720;30.47;26068;10;0.9;10000
3561;70.8106;90;10;0.99;10
3201;53.5252;794;10;0.99;100
2943;41.1703;7850;10;0.99;1000
2751;31.9424;75309;10;0.99;10000
3353;60.8585;282;10;0.999;10
2982;43.036;2530;10;0.999;100
2718;30.3741;25079;10;0.999;1000
2586;24.0624;246520;10;0.999;10000
3031;45.3957;880;10;0.9999;10
